15.02159 15.04786 15.07841 15.06516 15.08814 15.05413 15.10072 15.28299 15.18532 15.32010 15.39971 15.43685 15.81723 15.91906 15.99848 15.97868 15.31556 15.45000 15.66199 15.75649 15.80592 16.07963 16.12156 16.16254 16.20886 15.06190 15.52118 15.71040 15.77333 15.85613 15.89509 16.05054 14.36201 14.27897 14.94058 15.14021 14.50261 15.36051 15.22897 14.76152 
15.02581 15.05067 15.06871 15.06192 15.07980 15.05679 15.10924 15.25212 15.17968 15.32063 15.40246 15.44052 15.80911 15.91498 15.99616 15.98023 15.30175 15.44726 15.66215 15.75635 15.80991 16.07319 16.12021 16.16097 16.20494 15.06017 15.52396 15.71066 15.77492 15.85071 15.89481 16.04104 14.35713 14.29639 14.92792 15.11349 14.52515 15.35886 15.19930 14.78087 
15.02900 15.05278 15.06598 15.06563 15.07196 15.06529 15.11153 15.22751 15.17345 15.31463 15.40078 15.44521 15.80576 15.91530 15.98978 15.98364 15.29300 15.44727 15.66296 15.75763 15.81460 16.06747 16.11901 16.16018 16.20115 15.05881 15.52395 15.70825 15.77816 15.84891 15.89309 16.02632 14.35180 14.30699 14.92366 15.08340 14.54282 15.35265 15.16882 14.79450 
15.03169 15.05126 15.06272 15.06586 15.06314 15.06821 15.11413 15.21616 15.17481 15.31646 15.39813 15.45075 15.80277 15.91131 15.98783 15.98646 15.28297 15.44574 15.66233 15.75679 15.81611 16.05993 16.11738 16.15927 16.19862 15.05209 15.52321 15.70806 15.77906 15.84449 15.89606 16.01170 14.34574 14.31775 14.91129 15.07426 14.55518 15.34665 15.15523 14.81604 
15.03502 15.05115 15.06004 15.06421 15.06078 15.06845 15.11236 15.21279 15.16875 15.31571 15.39512 15.45486 15.79840 15.91193 15.98678 15.98762 15.27889 15.44468 15.66148 15.75620 15.81959 16.05528 16.11699 16.15705 16.19602 15.04291 15.52150 15.70665 15.77969 15.84128 15.89772 16.00691 14.34327 14.32118 14.90078 15.06051 14.57678 15.34137 15.12891 14.83217 
15.03436 15.04998 15.05847 15.06848 15.05932 15.06983 15.11414 15.19717 15.15145 15.31489 15.39480 15.45361 15.79505 15.91233 15.98660 15.98799 15.27404 15.44281 15.66153 15.75736 15.82160 16.05078 16.11518 16.15661 16.19426 15.04111 15.51945 15.70720 15.78078 15.83882 15.89886 16.00334 14.33865 14.32188 14.89608 15.06517 14.59051 15.33663 15.12921 14.84128 
15.03861 15.05191 15.05483 15.07286 15.05509 15.07066 15.11841 15.17751 15.14262 15.31467 15.39354 15.45503 15.79553 15.91297 15.98656 15.98811 15.26881 15.44185 15.66289 15.75770 15.82500 16.04565 16.11537 16.15684 16.19214 15.03781 15.51712 15.70601 15.78063 15.83377 15.89355 15.99176 14.33492 14.33068 14.88642 15.05317 14.60222 15.33162 15.11074 14.85479 
15.03890 15.05060 15.05299 15.07256 15.05140 15.06873 15.11821 15.16746 15.15106 15.31867 15.39271 15.45490 15.79158 15.91027 15.98382 15.98677 15.26316 15.44014 15.66234 15.75829 15.82672 16.04065 16.11422 16.15624 16.19113 15.04058 15.51538 15.70391 15.78005 15.83071 15.89006 15.99145 14.33003 14.33749 14.88124 15.04471 14.61552 15.31934 15.10306 14.84817 
15.04224 15.05299 15.05656 15.07233 15.05248 15.06792 15.12123 15.15412 15.14917 15.32142 15.39287 15.45474 15.79275 15.90571 15.98299 15.98514 15.26519 15.43944 15.66136 15.75946 15.83114 16.03355 16.11399 16.15620 16.19030 15.03512 15.51587 15.70010 15.77828 15.83063 15.88979 15.98411 14.32705 14.33403 14.87520 15.05662 14.62287 15.31622 15.09936 14.84389 
15.04028 15.05391 15.05550 15.07310 15.05285 15.06833 15.11870 15.15842 15.14596 15.32219 15.39199 15.45534 15.79223 15.90131 15.98148 15.98216 15.26574 15.43761 15.66230 15.76190 15.83387 16.03128 16.11219 16.15638 16.18900 15.03255 15.50998 15.69691 15.77968 15.83133 15.88143 15.98146 14.32442 14.34452 14.86840 15.03831 14.63307 15.31421 15.08701 14.85602 
15.03936 15.05131 15.05395 15.06700 15.05374 15.07173 15.11755 15.15967 15.14506 15.32281 15.39214 15.45382 15.78981 15.89890 15.98035 15.98127 15.26151 15.43673 15.66136 15.76368 15.83501 16.02861 16.11168 16.15639 16.18863 15.03236 15.50544 15.69603 15.78026 15.83206 15.88303 15.98074 14.32318 14.35082 14.86935 15.04363 14.63446 15.30922 15.10290 14.84913 
15.04094 15.05298 15.05514 15.06883 15.04788 15.07077 15.10438 15.15603 15.14015 15.32446 15.39295 15.45471 15.79292 15.89755 15.98036 15.98262 15.25980 15.43570 15.66173 15.76564 15.83702 16.02550 16.11104 16.15588 16.18694 15.02727 15.50067 15.69516 15.77806 15.83261 15.88500 15.97231 14.31825 14.35578 14.86485 15.04455 14.64076 15.30738 15.11141 14.84985 
15.04208 15.05525 15.05586 15.06792 15.04985 15.07145 15.10355 15.14890 15.14092 15.32570 15.39088 15.45390 15.79213 15.89375 15.97767 15.98293 15.25897 15.43287 15.66051 15.76753 15.83953 16.02347 16.11018 16.15502 16.18561 15.02281 15.49985 15.69235 15.77738 15.82989 15.88485 15.96586 14.31429 14.36316 14.86554 15.05221 14.64549 15.30173 15.10910 14.85605 
15.04335 15.05622 15.05552 15.06884 15.04777 15.07128 15.11029 15.14100 15.13810 15.32696 15.39276 15.45199 15.79269 15.88997 15.97715 15.98406 15.25961 15.43252 15.66132 15.76907 15.84088 16.02045 16.10974 16.15472 16.18506 15.02116 15.49703 15.68659 15.77678 15.82656 15.88930 15.96587 14.31213 14.37202 14.86340 15.04408 14.65707 15.29289 15.10973 14.86633 
15.04277 15.05683 15.05780 15.06311 15.04613 15.06865 15.11523 15.13079 15.13740 15.32811 15.39546 15.45458 15.79553 15.89072 15.97655 15.98362 15.25473 15.43117 15.66322 15.76959 15.84272 16.01986 16.10855 16.15498 16.18483 15.02242 15.49665 15.68504 15.77421 15.82230 15.88179 15.95554 14.30772 14.37152 14.86715 15.04167 14.65644 15.28868 15.10410 14.87572 
15.04241 15.05541 15.05577 15.06553 15.04626 15.07347 15.10877 15.13483 15.13012 15.33048 15.39226 15.45435 15.79944 15.89218 15.97544 15.98602 15.25403 15.43003 15.66307 15.77150 15.84338 16.01777 16.10901 16.15541 16.18419 15.02202 15.49597 15.68343 15.77310 15.82271 15.88309 15.94967 14.30594 14.37304 14.86081 15.03938 14.65236 15.28762 15.11973 14.86822 
15.04708 15.05481 15.05785 15.06877 15.04725 15.07282 15.10448 15.13517 15.14628 15.32700 15.39215 15.45478 15.79703 15.89385 15.97761 15.98369 15.25495 15.42952 15.66408 15.77293 15.84413 16.01535 16.10880 16.15647 16.18346 15.01973 15.49717 15.68191 15.77256 15.82462 15.87850 15.93784 14.30383 14.37262 14.86691 15.03896 14.66206 15.28809 15.11758 14.86423 
15.04740 15.05584 15.05831 15.07192 15.04616 15.07277 15.10579 15.13458 15.14513 15.32790 15.39186 15.45712 15.79972 15.89098 15.97588 15.97941 15.25653 15.42744 15.66447 15.77372 15.84561 16.01465 16.10907 16.15598 16.18255 15.01752 15.49403 15.67980 15.77134 15.82609 15.88106 15.92607 14.30078 14.38080 14.87063 15.04287 14.66831 15.28888 15.10661 14.85778 
15.05294 15.05721 15.05676 15.07153 15.04409 15.07458 15.10869 15.13356 15.13948 15.32985 15.38978 15.45303 15.79965 15.89075 15.97504 15.97670 15.25937 15.42714 15.66345 15.77506 15.84780 16.01382 16.10789 16.15572 16.18182 15.01558 15.49103 15.67539 15.76961 15.82356 15.88093 15.92323 14.30022 14.38668 14.87569 15.04177 14.67341 15.29140 15.09401 14.86634 
15.05124 15.06019 15.05643 15.07077 15.04529 15.08011 15.10913 15.12541 15.13820 15.33284 15.38676 15.45316 15.79789 15.88547 15.97262 15.97570 15.25853 15.42503 15.66201 15.77549 15.84936 16.01159 16.10855 16.15549 16.18122 15.01621 15.48707 15.67122 15.76766 15.82002 15.88364 15.91907 14.29810 14.37924 14.87820 15.05070 14.67444 15.29074 15.09963 14.86429 
15.05121 15.06158 15.05786 15.07151 15.04404 15.07761 15.11067 15.12041 15.13985 15.33321 15.38522 15.45466 15.79805 15.88491 15.97136 15.97445 15.26109 15.42424 15.66360 15.77671 15.85115 16.00884 16.10834 16.15629 16.18056 15.01700 15.48354 15.66447 15.76509 15.81751 15.88013 15.92134 14.29662 14.37814 14.87659 15.06468 14.68016 15.28854 15.09519 14.87196 
15.05044 15.06208 15.05809 15.06370 15.04580 15.07840 15.11520 15.13037 15.13885 15.33270 15.38313 15.45345 15.79929 15.88308 15.96402 15.97419 15.25998 15.42182 15.66294 15.77772 15.85112 16.00751 16.10752 16.15678 16.18038 15.01704 15.48061 15.66154 15.76212 15.81628 15.87979 15.92437 14.29656 14.37906 14.88194 15.06302 14.68299 15.29269 15.10434 14.88052 
15.05219 15.06287 15.05634 15.06670 15.04707 15.07559 15.10775 15.13188 15.13461 15.33338 15.38061 15.45382 15.80119 15.88202 15.95880 15.96761 15.25952 15.41964 15.66219 15.77769 15.85131 16.00594 16.10700 16.15622 16.17932 15.01994 15.47896 15.65738 15.75999 15.81065 15.87886 15.91690 14.29575 14.38491 14.88523 15.07025 14.68761 15.29523 15.10229 14.88882 
