-8.45423709 -8.61339286 -8.25389950 -8.24493793 -8.78282486 -8.54513099 -8.51915800 -8.55978910 -8.21522132 -8.58472523 -8.31535408 -8.67140261 -8.60093272 -8.73336667 -8.70697670 -8.47640998 -8.91165176 -8.22178667 -8.81075713 -8.66654673 -8.14378348 -8.44590740 -8.55571226 -8.56471510 -8.07491510 -8.80848700 -8.75226801 -8.50832210 -8.28836184 -8.53322075 -8.88711577 -8.10436729 -8.64456389 -8.57019351 -8.25468836 -8.91868992 -8.15870726 -8.68738606 -8.56309930 -8.18488344 -8.76516882 -8.51021721 -8.52996531 -8.68461218 -8.85874687 -8.34491694 -8.50828004 -8.10453997 -8.13458227 -8.22597023 
-8.45141014 -8.59111493 -8.24339518 -8.21828412 -8.77718879 -8.57536048 -8.53467775 -8.59267415 -8.23470012 -8.57493270 -8.31216745 -8.66251380 -8.63428327 -8.70334492 -8.67732339 -8.45481314 -8.91304629 -8.21899584 -8.80010557 -8.62869637 -8.14010384 -8.44246472 -8.54092840 -8.55481255 -8.06581766 -8.82600798 -8.74500929 -8.51441189 -8.27662929 -8.54828163 -8.88374790 -8.08984868 -8.67008549 -8.54313035 -8.23967401 -8.92991053 -8.16940698 -8.69108911 -8.59515681 -8.17956412 -8.76370570 -8.48603221 -8.53054748 -8.67579165 -8.89278394 -8.37335493 -8.51731780 -8.08577853 -8.13283400 -8.22519876 
-8.46307732 -8.57764970 -8.22786905 -8.23462679 -8.77903768 -8.57155867 -8.57250973 -8.60750036 -8.23597908 -8.57209834 -8.32660840 -8.66350034 -8.64255871 -8.73419118 -8.72884504 -8.45458523 -8.92609665 -8.22287498 -8.77408736 -8.61012032 -8.19193980 -8.43670022 -8.51089847 -8.54043804 -8.07937803 -8.85354570 -8.74752930 -8.51693534 -8.26645671 -8.56176380 -8.86945516 -8.08601858 -8.71404339 -8.57881886 -8.25657619 -8.92178100 -8.16110566 -8.68134606 -8.58295943 -8.18482798 -8.74544385 -8.47673591 -8.55861471 -8.64637742 -8.89899666 -8.37899816 -8.48821730 -8.08058113 -8.13538996 -8.26131101 
-8.47877698 -8.57537318 -8.21898477 -8.20679178 -8.78766072 -8.52998486 -8.58463862 -8.60289923 -8.24787106 -8.56143673 -8.32760117 -8.65063016 -8.61222825 -8.72628895 -8.73544340 -8.45825518 -8.93174603 -8.25751350 -8.76053409 -8.57551707 -8.17432180 -8.46681607 -8.49204739 -8.56327533 -8.07324515 -8.88826018 -8.75758658 -8.56963151 -8.27387387 -8.57673355 -8.86788821 -8.06249971 -8.72610105 -8.54246311 -8.28240374 -8.90754937 -8.19516399 -8.69780328 -8.60244611 -8.21883103 -8.74412546 -8.48109629 -8.52674791 -8.67181620 -8.89599641 -8.37465275 -8.50495077 -8.07166133 -8.12996287 -8.28255234 
-8.47279406 -8.57456469 -8.26356805 -8.21436420 -8.80887172 -8.51035033 -8.60783700 -8.60785131 -8.23506947 -8.50175983 -8.34249115 -8.64191841 -8.64889051 -8.72601338 -8.78005462 -8.47065530 -8.93811271 -8.30801408 -8.74847193 -8.58347088 -8.15279683 -8.49380503 -8.51563247 -8.54864296 -8.06998570 -8.90358102 -8.74120463 -8.61651101 -8.30957492 -8.58944310 -8.85027744 -8.12225489 -8.73143529 -8.56401390 -8.31366299 -8.86567718 -8.23261133 -8.67858676 -8.63742326 -8.19653428 -8.75710281 -8.45535218 -8.54029074 -8.69230282 -8.91052572 -8.37882059 -8.51591265 -8.08266143 -8.14335732 -8.26482861 
-8.48435408 -8.56353032 -8.26886544 -8.19331864 -8.83189576 -8.50852208 -8.58176019 -8.61760733 -8.21089832 -8.49338661 -8.35116792 -8.64663508 -8.66372363 -8.75487795 -8.78864677 -8.46070733 -8.91714825 -8.37643984 -8.75500828 -8.56261458 -8.17095926 -8.53167197 -8.50598917 -8.55945432 -8.10673668 -8.88763334 -8.73992516 -8.65876749 -8.32173289 -8.62792098 -8.88007438 -8.11031287 -8.76788237 -8.52717123 -8.32580941 -8.85182366 -8.24773439 -8.67974902 -8.64357395 -8.18011202 -8.74305723 -8.47196802 -8.57549349 -8.68574518 -8.90861914 -8.37346952 -8.53054118 -8.07854667 -8.14045605 -8.27189867 
-8.48433628 -8.56490621 -8.28172547 -8.14765866 -8.80719541 -8.52035061 -8.61080247 -8.65904170 -8.22785789 -8.46701118 -8.35571849 -8.62115593 -8.66612198 -8.76477578 -8.77962955 -8.47033477 -8.92402686 -8.39302667 -8.77747185 -8.59331889 -8.15309170 -8.55369330 -8.55487925 -8.55241606 -8.11292801 -8.93991898 -8.75525497 -8.69546410 -8.34410834 -8.63013720 -8.90735689 -8.11428907 -8.75671557 -8.54350158 -8.35694011 -8.78462467 -8.25791680 -8.71075322 -8.64464135 -8.16375681 -8.75882964 -8.45538407 -8.61452085 -8.68562873 -8.90967343 -8.38361531 -8.53221472 -8.07246483 -8.13471524 -8.28524215 
-8.47763853 -8.56266420 -8.28213633 -8.13206190 -8.84141641 -8.52106537 -8.62668103 -8.69218532 -8.21634384 -8.47439282 -8.42393364 -8.62164593 -8.69593918 -8.74124354 -8.82451444 -8.48327272 -8.92817214 -8.40388807 -8.79402159 -8.63350753 -8.16844748 -8.55700344 -8.59372252 -8.59898167 -8.10448091 -8.90922635 -8.74066573 -8.70568513 -8.35807601 -8.61668434 -8.89192744 -8.11166090 -8.77722316 -8.54971480 -8.41900164 -8.74814681 -8.27013032 -8.70302375 -8.65940111 -8.14748424 -8.74903567 -8.48366585 -8.61433076 -8.67078638 -8.93638343 -8.40487636 -8.54235595 -8.06871364 -8.14518808 -8.28032198 
-8.49361518 -8.57566443 -8.29632482 -8.14596117 -8.81352335 -8.51442231 -8.63988881 -8.68068316 -8.15878554 -8.41675944 -8.43271495 -8.62316778 -8.69652284 -8.73558073 -8.84237077 -8.48099981 -8.91220812 -8.40266402 -8.80655085 -8.62304256 -8.20155807 -8.57817616 -8.61060481 -8.60848577 -8.11502736 -8.91750257 -8.77524992 -8.76099889 -8.34958882 -8.63728401 -8.84504740 -8.11016773 -8.77427240 -8.53219442 -8.42148045 -8.73645007 -8.34899206 -8.71067637 -8.64233480 -8.15735815 -8.75243639 -8.44010057 -8.60437163 -8.66529896 -8.91013562 -8.42574167 -8.52156661 -8.05838091 -8.14390075 -8.28260437 
-8.48867423 -8.55205036 -8.30740686 -8.10894604 -8.79951453 -8.52450511 -8.63992326 -8.67853014 -8.12547427 -8.36327485 -8.45631577 -8.61487924 -8.68391006 -8.72080916 -8.87383329 -8.49847081 -8.88649021 -8.39841377 -8.81891064 -8.62062584 -8.18258976 -8.55563678 -8.63053553 -8.63133914 -8.10661123 -8.94776944 -8.80442545 -8.79773829 -8.33773755 -8.64169273 -8.84852109 -8.12333016 -8.80280601 -8.58064857 -8.43540461 -8.75158662 -8.37198016 -8.67822132 -8.65714999 -8.18326711 -8.75390264 -8.40478543 -8.58234926 -8.69513637 -8.89353215 -8.40698839 -8.55325667 -8.05197127 -8.17860903 -8.28721693 
