1570.9121 452.8080 298.0712 3.6609 
1570.7963 452.5877 298.1820 3.6577 
1570.6731 452.4267 298.3167 3.6532 
1570.5943 452.3579 298.5035 3.6472 
1570.5952 452.4304 298.7445 3.6400 
1570.8631 452.5811 298.9791 3.6321 
1571.3469 453.0011 299.2223 3.6242 
1571.7627 453.9168 299.4750 3.6162 
1572.3647 455.2563 300.0342 3.6084 
1573.0209 457.1444 300.5890 3.6008 
1573.9162 459.4095 301.1289 3.5930 
1574.8697 462.2112 301.6677 3.5846 
1575.9543 465.4041 302.2359 3.5751 
1577.5100 468.4870 302.7563 3.5654 
1579.0441 471.5434 303.2035 3.5561 
1580.8197 474.6752 303.6201 3.5467 
1582.8231 478.1046 304.0359 3.5371 
1584.7946 482.0702 304.4549 3.5276 
1586.6045 486.7128 304.8457 3.5179 
1588.1240 492.0105 305.2761 3.5082 
1589.6717 497.8539 305.6739 3.4982 
1591.3782 504.0270 306.0042 3.4880 
1593.3377 510.2559 306.2464 3.4777 
1595.2698 516.6624 306.4379 3.4674 
1597.1365 523.1467 306.5685 3.4574 
1599.0977 529.7388 306.6471 3.4476 
1601.0947 536.5150 306.6857 3.4383 
1603.1508 543.4744 306.6515 3.4292 
1605.0352 550.6672 306.5625 3.4200 
1606.9694 557.9847 306.4599 3.4104 
1609.1517 565.3271 306.3106 3.4007 
1611.3347 572.9418 306.1262 3.3911 
1613.5503 580.4309 305.8845 3.3816 
1616.1399 587.8307 305.9650 3.3725 
1618.5149 595.6161 306.0166 3.3638 
1620.8968 603.3233 305.9966 3.3552 
1623.0909 611.0971 305.9292 3.3465 
1625.3854 618.9555 305.7871 3.3380 
1627.9138 626.7591 305.5725 3.3290 
1630.5509 634.3904 305.2922 3.3200 
1633.2652 641.9442 304.9600 3.3111 
1635.9745 649.1569 304.6485 3.3024 
1639.0309 655.9373 304.3170 3.2935 
1642.1457 662.8492 303.9757 3.2850 
1645.4104 669.7141 303.5728 3.2765 
1648.4968 676.4487 303.1537 3.2677 
1651.6301 682.9932 302.6935 3.2590 
1654.8568 689.1411 302.1619 3.2506 
1658.2096 695.0709 301.6228 3.2425 
1661.8430 700.4496 301.0948 3.2341 
1665.0167 705.8580 300.5171 3.2256 
1668.3567 711.0751 299.9331 3.2175 
1672.0528 716.2590 299.3116 3.2092 
1676.0594 721.2324 298.6374 3.2014 
1680.5245 725.5876 297.9726 3.1936 
1685.2779 729.8868 297.3201 3.1857 
1690.0136 734.1604 296.6584 3.1779 
1694.9042 738.4216 295.9552 3.1706 
1700.1016 742.4736 295.2133 3.1631 
1705.1553 746.5425 294.5592 3.1555 
1710.1535 750.8428 294.0291 3.1478 
1715.2969 754.7801 293.5046 3.1403 
1720.6170 758.3753 292.9479 3.1339 
1726.0562 762.1016 292.4242 3.1282 
1730.9152 765.7732 291.9497 3.1221 
1735.6380 769.0498 291.4653 3.1157 
1740.2439 772.4893 291.0325 3.1095 
1744.9261 775.9723 290.6453 3.1037 
1749.8302 779.2046 290.3140 3.0980 
1754.6343 782.3636 290.0002 3.0924 
1759.5675 785.4108 289.6649 3.0872 
1764.3357 788.4214 289.3403 3.0818 
1768.7638 791.0436 289.0466 3.0764 
1772.8697 793.2592 288.8064 3.0708 
1776.8099 795.2551 288.6076 3.0658 
1780.3038 797.4607 288.4673 3.0608 
1783.6018 799.8181 288.3806 3.0557 
1786.6723 802.2741 288.3212 3.0503 
1789.5523 804.7350 288.2843 3.0444 
1792.3731 807.1312 288.2327 3.0382 
1795.0382 809.6062 288.2094 3.0322 
1797.5826 812.0211 288.1924 3.0266 
1799.9066 814.5000 288.1558 3.0216 
1801.8307 817.2252 288.1366 3.0168 
1803.6517 819.9501 288.1307 3.0125 
1805.4933 822.5716 288.1480 3.0083 
1807.5083 824.9348 288.2146 3.0042 
1809.8256 826.9919 288.3134 3.0001 
1812.5108 828.7544 288.4298 2.9962 
1815.3218 830.3824 288.5402 2.9922 
1818.1160 831.9834 288.6390 2.9882 
1820.7496 833.6767 288.7374 2.9843 
1823.2660 835.3996 288.8267 2.9803 
1825.7557 837.0753 288.9242 2.9762 
1828.2816 838.5866 289.0413 2.9720 
1830.6536 840.1357 289.1833 2.9674 
1832.8507 841.7001 289.3484 2.9624 
1834.9767 843.1784 289.4961 2.9570 
1837.1539 844.5175 289.6131 2.9515 
1839.3947 845.6575 289.7117 2.9460 
1841.5802 846.7188 289.8128 2.9406 
1843.8009 847.5803 289.9098 2.9353 
1846.0429 848.2669 289.9679 2.9301 
1848.2007 848.8247 289.9496 2.9248 
1850.2683 849.4333 289.5216 2.9194 
1851.7861 850.5570 289.1500 2.9140 
1853.0130 851.8285 288.8214 2.9087 
1854.1601 852.9420 288.5262 2.9029 
1855.3839 853.7972 288.2510 2.8969 
1856.6155 854.6437 287.9700 2.8909 
1857.5989 855.6486 287.6621 2.8849 
1858.2711 856.8881 287.3537 2.8788 
1858.9555 858.1526 287.0617 2.8725 
1859.6872 859.4574 286.7628 2.8659 
1860.1789 860.7063 286.4209 2.8592 
1860.7099 861.4360 286.0261 2.8527 
1861.4570 861.6325 285.4040 2.8463 
1861.8984 862.1529 284.8415 2.8400 
1862.0839 863.1498 284.3082 2.8337 
1862.3201 863.9821 283.7819 2.8275 
1862.6425 864.3958 283.1294 2.8214 
1862.7662 864.5069 282.4621 2.8156 
1862.6655 864.9011 282.0974 2.8099 
1862.8495 865.2647 281.7463 2.8039 
1863.3122 865.5254 281.3796 2.7978 
1863.4225 866.1144 281.0254 2.7917 
1863.2534 866.7807 280.7209 2.7859 
1863.0656 867.0555 280.3869 2.7804 
1863.1192 866.8600 280.0311 2.7752 
1863.1697 866.7701 279.6986 2.7703 
1863.2781 866.9456 279.3560 2.7653 
1863.4587 867.2947 279.0449 2.7600 
1863.5429 867.8232 278.7373 2.7545 
1863.5492 868.3488 278.4000 2.7492 
1863.5124 868.7754 278.0481 2.7445 
1863.4909 869.2495 277.6608 2.7404 
1863.2805 869.9746 277.2483 2.7366 
1862.9833 870.8000 276.8643 2.7329 
1862.5397 871.5827 276.5930 2.7288 
1861.9946 872.1508 276.4072 2.7244 
1861.3505 872.4900 276.2470 2.7198 
1860.5660 872.5715 276.0801 2.7151 
1859.6371 872.5061 275.9100 2.7103 
1858.6464 872.3869 275.7654 2.7056 
1857.6108 872.1966 275.6368 2.7011 
1856.4922 871.9468 275.5204 2.6967 
1855.2527 871.6896 275.4087 2.6924 
1853.8207 871.6082 275.2916 2.6881 
1852.1951 871.7494 275.1556 2.6835 
1850.4198 872.0536 274.9924 2.6789 
1848.6457 872.4671 274.7886 2.6744 
1846.9977 872.9628 274.5616 2.6703 
1845.5613 873.6078 274.3490 2.6666 
1844.2965 874.4770 274.1630 2.6633 
1843.1523 875.4307 274.0113 2.6601 
1842.0725 876.4105 273.8861 2.6569 
1841.0705 877.3781 273.7801 2.6536 
1840.0311 878.2206 273.6678 2.6502 
1838.8689 878.8528 273.5457 2.6467 
1837.6438 879.2246 273.4194 2.6431 
1836.4095 879.3275 273.2976 2.6397 
1835.2457 879.1534 273.1861 2.6367 
1834.1729 878.7699 273.0719 2.6338 
1833.1697 878.2236 272.9552 2.6311 
1832.1962 877.5367 272.8264 2.6286 
1831.1776 876.7585 272.6744 2.6262 
1830.1173 875.8370 272.4988 2.6241 
1829.0235 874.7474 272.2977 2.6222 
1827.8794 873.4485 272.0773 2.6205 
1826.6806 871.9599 271.8354 2.6191 
1825.4280 870.3102 271.5610 2.6180 
1824.0185 868.7251 271.2657 2.6169 
1822.4494 867.3036 270.9558 2.6158 
1820.6561 866.0811 270.6433 2.6147 
1818.7255 864.9609 270.3450 2.6136 
1816.7329 863.9941 270.0844 2.6125 
1814.9189 863.1909 269.8779 2.6116 
1813.1145 862.5652 269.7057 2.6107 
1811.1793 862.1684 269.5537 2.6097 
1809.1419 861.9976 269.4183 2.6086 
1806.9176 862.0731 269.2978 2.6076 
1804.5673 862.3728 269.1958 2.6068 
1802.1640 862.7950 269.0979 2.6060 
1799.6944 863.3085 268.9925 2.6056 
1797.2537 863.8828 268.8701 2.6055 
1794.9249 864.4740 268.7279 2.6059 
1792.6859 865.0835 268.5798 2.6069 
1790.4184 865.5830 268.4160 2.6081 
1788.0981 865.8897 268.2199 2.6095 
1785.5744 866.0006 267.9824 2.6105 
1783.0412 865.8853 267.7966 2.6111 
1780.5633 865.7105 267.5610 2.6115 
1778.1401 865.5566 267.2948 2.6117 
1775.8444 865.4198 267.0247 2.6119 
1773.7267 865.3450 266.7708 2.6121 
1771.6573 865.4861 266.5380 2.6123 
1769.5506 865.9127 266.3276 2.6123 
1767.1868 866.6677 266.1438 2.6123 
1764.5466 867.7633 265.9729 2.6124 
1761.6161 869.1185 265.8009 2.6127 
1758.3794 870.7574 265.6176 2.6131 
1754.9824 872.5868 265.4127 2.6133 
1751.5908 874.4969 265.1675 2.6134 
1748.3412 876.4240 264.9011 2.6136 
1745.2410 878.4364 264.6493 2.6142 
1742.2818 880.5157 264.4204 2.6153 
1739.4118 882.6065 264.2108 2.6163 
1736.5616 884.5405 264.0192 2.6170 
1733.8896 886.3074 263.8254 2.6170 
1731.2961 888.0217 263.6153 2.6166 
1728.7501 889.6909 263.4078 2.6161 
1726.1962 891.3702 263.1798 2.6159 
1723.7195 893.0160 262.9299 2.6161 
1721.3751 894.5269 262.6692 2.6164 
1718.9987 896.1029 262.4139 2.6164 
1716.5163 897.6358 262.1683 2.6163 
1714.0040 898.9226 261.9236 2.6161 
1711.4758 899.9208 261.7195 2.6161 
1708.9225 900.5406 261.5693 2.6163 
1706.4048 900.7281 261.4765 2.6165 
1703.9326 900.5127 261.4161 2.6169 
1701.5198 899.9918 261.3648 2.6175 
1699.2340 899.1951 261.3045 2.6180 
1696.9406 898.3118 261.2529 2.6181 
1694.5711 897.4787 261.2186 2.6175 
1692.2933 896.6982 261.2030 2.6161 
1690.0948 896.0643 261.1987 2.6141 
1687.9734 895.5389 261.2009 2.6117 
1685.9776 895.0580 261.2016 2.6087 
1684.0184 894.6659 261.2008 2.6051 
1682.1931 894.3526 261.1838 2.6008 
1680.4051 894.1546 261.1457 2.5963 
1678.6668 894.0486 261.0851 2.5913 
1676.9461 894.0259 261.0106 2.5862 
1675.2774 894.0943 260.9308 2.5809 
1673.6008 894.2284 260.8619 2.5757 
1672.0526 894.3737 260.8139 2.5705 
1670.5654 894.5822 260.8178 2.5654 
1669.0726 894.8453 260.8836 2.5605 
1667.5648 895.1843 261.0027 2.5558 
1666.0065 895.5524 261.1346 2.5511 
1664.3687 895.9731 261.2533 2.5464 
1662.6928 896.3987 261.3331 2.5417 
1661.0359 896.7439 261.3770 2.5371 
1659.3704 896.9912 261.3913 2.5323 
1657.7284 897.1459 261.3943 2.5273 
1656.0990 897.3195 261.3960 2.5222 
1654.4320 897.5752 261.3969 2.5169 
1652.8340 897.7604 261.3927 2.5117 
1651.1877 898.0306 261.3684 2.5062 
1649.4826 898.3759 261.3336 2.5004 
1647.8213 898.5900 261.2796 2.4941 
1646.4115 898.5444 261.2005 2.4874 
1645.2395 898.2962 261.0910 2.4805 
1644.3357 897.8580 260.9520 2.4735 
1643.6553 897.2030 260.7477 2.4665 
1643.1618 896.3086 260.5297 2.4599 
1643.0159 895.2808 260.3206 2.4539 
1643.0769 894.2654 260.1285 2.4481 
1643.3621 893.3256 259.9415 2.4430 
1643.7227 892.4680 259.7419 2.4380 
1644.0084 891.6808 259.5174 2.4332 
1644.2353 891.0078 259.2638 2.4284 
1644.2315 890.6758 258.9924 2.4237 
1644.1437 890.6908 258.7125 2.4188 
1644.1099 890.8668 258.4490 2.4141 
1644.1967 890.9629 258.2814 2.4099 
1644.5211 890.8277 258.1189 2.4062 
1645.0625 890.4792 257.9419 2.4030 
1645.6991 890.0034 257.7564 2.4000 
1646.3912 889.4031 257.5664 2.3969 
1646.9850 888.8391 257.3746 2.3934 
1647.4841 888.2985 257.1789 2.3899 
1647.9677 887.7855 256.9872 2.3863 
1648.4521 887.3688 256.7904 2.3826 
