-7.9626 -8.0439 -8.1172 -7.9739 -7.8847 -7.9103 -8.0017 -7.8917 -7.8525 -7.8556 -8.1788 -7.9223 -7.9575 -8.1417 -8.0653 -8.1779 -7.9890 -7.8887 -7.8320 -7.9250 -7.9653 -7.9497 -8.0469 -8.0415 -7.9892 -7.9974 -7.9401 -8.0304 -7.9240 -8.0417 -8.1126 -7.8538 -7.9412 -8.1428 -7.9181 -7.9748 -7.8789 -8.0382 -7.9225 -7.9870 -8.1507 -7.8563 -7.9904 -8.1700 -8.0031 -7.9727 -8.0473 -8.1108 -7.8796 -7.8797 
-7.9508 -8.0143 -8.1841 -7.9688 -7.8750 -7.8769 -7.9646 -7.8149 -7.8602 -7.8153 -8.2742 -7.8779 -7.9576 -8.1159 -8.0795 -8.1775 -7.9466 -7.8914 -7.8002 -7.9146 -7.9409 -7.9210 -8.0551 -8.0268 -8.0004 -7.9821 -7.9250 -8.0168 -7.9229 -8.0523 -8.1055 -7.8525 -7.9179 -8.1322 -7.9101 -7.9393 -7.9084 -8.0269 -7.9071 -7.9994 -8.1631 -7.8452 -7.9826 -8.1774 -8.0203 -7.9861 -8.0456 -8.1090 -7.8420 -7.8545 
-7.9414 -7.9885 -8.2019 -7.9642 -7.8716 -7.8461 -7.9313 -7.7500 -7.8658 -7.7749 -8.3497 -7.8371 -7.9532 -8.0920 -8.0946 -8.1703 -7.9069 -7.8908 -7.7679 -7.8965 -7.9161 -7.8924 -8.0617 -8.0160 -8.0124 -7.9672 -7.9085 -8.0037 -7.9199 -8.0639 -8.0954 -7.8487 -7.8967 -8.1219 -7.9010 -7.9084 -7.9287 -8.0150 -7.8940 -8.0041 -8.1767 -7.8373 -7.9731 -8.1831 -8.0317 -8.0007 -8.0450 -8.1064 -7.8062 -7.8292 
-7.9338 -7.9651 -8.2229 -7.9596 -7.8723 -7.8166 -7.9015 -7.6933 -7.8726 -7.7359 -8.3751 -7.7994 -7.9455 -8.0696 -8.1061 -8.1664 -7.8690 -7.8858 -7.7358 -7.8788 -7.8920 -7.8645 -8.0671 -8.0066 -8.0209 -7.9524 -7.8917 -7.9910 -7.9154 -8.0744 -8.0833 -7.8438 -7.8772 -8.1116 -7.8911 -7.8803 -7.9409 -8.0037 -7.8823 -8.0001 -8.1904 -7.8313 -7.9627 -8.1874 -8.0431 -8.0160 -8.0453 -8.1034 -7.7728 -7.8042 
-7.9270 -7.9431 -8.2449 -7.9545 -7.8755 -7.7886 -7.8746 -7.6427 -7.8787 -7.6989 -8.4091 -7.7645 -7.9375 -8.0486 -8.1217 -8.1623 -7.8327 -7.8753 -7.7044 -7.8593 -7.8690 -7.8374 -8.0693 -7.9987 -8.0251 -7.9375 -7.8746 -7.9790 -7.9102 -8.0803 -8.0694 -7.8382 -7.8584 -8.1022 -7.8799 -7.8546 -7.9562 -7.9928 -7.8706 -8.0045 -8.2049 -7.8271 -7.9517 -8.1908 -8.0465 -8.0314 -8.0460 -8.1013 -7.7412 -7.7796 
-7.9212 -7.9228 -8.2614 -7.9499 -7.8811 -7.7616 -7.8500 -7.5973 -7.8797 -7.6646 -8.4426 -7.7325 -7.9287 -8.0285 -8.1303 -8.1584 -7.7983 -7.8686 -7.6743 -7.8396 -7.8475 -7.8103 -8.0736 -7.9918 -8.0168 -7.9229 -7.8574 -7.9673 -7.9033 -8.0930 -8.0548 -7.8314 -7.8410 -8.0927 -7.8689 -7.8310 -7.9544 -7.9818 -7.8591 -8.0067 -8.2193 -7.8239 -7.9403 -8.1932 -8.0492 -8.0468 -8.0467 -8.0999 -7.7120 -7.7553 
-7.9159 -7.9040 -8.2834 -7.9452 -7.8886 -7.7371 -7.8273 -7.5555 -7.8851 -7.6322 -8.4331 -7.7021 -7.9200 -8.0100 -8.1439 -8.1548 -7.7643 -7.8578 -7.6455 -7.8194 -7.8266 -7.7841 -8.0770 -7.9854 -8.0220 -7.9084 -7.8396 -7.9552 -7.8957 -8.1049 -8.0387 -7.8240 -7.8245 -8.0831 -7.8572 -7.8091 -7.9691 -7.9718 -7.8472 -8.0082 -8.2338 -7.8214 -7.9292 -8.1956 -8.0579 -8.0618 -8.0474 -8.0985 -7.6843 -7.7306 
-7.9113 -7.8864 -8.2779 -7.9411 -7.8971 -7.7135 -7.8061 -7.5178 -7.8897 -7.6017 -8.4455 -7.6733 -7.9112 -7.9927 -8.1542 -8.1516 -7.7317 -7.8487 -7.6182 -7.7991 -7.8066 -7.7590 -8.0797 -7.9792 -8.0231 -7.8939 -7.8220 -7.9433 -7.8881 -8.1047 -8.0228 -7.8160 -7.8096 -8.0738 -7.8460 -7.7889 -7.9761 -7.9628 -7.8355 -8.0123 -8.2428 -7.8190 -7.9186 -8.1978 -8.0679 -8.0784 -8.0478 -8.0972 -7.6587 -7.7071 
-7.9069 -7.8697 -8.3042 -7.9368 -7.9074 -7.6899 -7.7863 -7.4833 -7.8930 -7.5739 -8.4708 -7.6466 -7.9020 -7.9769 -8.1641 -8.1484 -7.7015 -7.8389 -7.5918 -7.7787 -7.7878 -7.7351 -8.0823 -7.9734 -8.0238 -7.8797 -7.8044 -7.9319 -7.8796 -8.1135 -8.0071 -7.8071 -7.7954 -8.0641 -7.8341 -7.7707 -7.9949 -7.9548 -7.8231 -8.0152 -8.2571 -7.8166 -7.9085 -8.1996 -8.0795 -8.0909 -8.0477 -8.0964 -7.6343 -7.6842 
-7.9025 -7.8534 -8.3266 -7.9325 -7.9185 -7.6687 -7.7675 -7.4514 -7.8927 -7.5481 -8.4740 -7.6214 -7.8926 -7.9621 -8.1603 -8.1436 -7.6723 -7.8282 -7.5660 -7.7580 -7.7705 -7.7125 -8.0839 -7.9683 -8.0249 -7.8652 -7.7873 -7.9204 -7.8698 -8.1200 -7.9908 -7.7978 -7.7814 -8.0544 -7.8217 -7.7537 -8.0164 -7.9475 -7.8106 -8.0166 -8.2710 -7.8143 -7.8983 -8.2015 -8.0822 -8.1096 -8.0477 -8.0953 -7.6111 -7.6619 
